"","GEOID","County","State","indicator","value"
"23574","06049","Modoc, CA","CALIFORNIA","GDP per capita",46.5886381497698
"23575","06051","Mono, CA","CALIFORNIA","GDP per capita",71.0411600279525
"23576","06053","Monterey, CA","CALIFORNIA","GDP per capita",61.8806880321174
"23577","06055","Napa, CA","CALIFORNIA","GDP per capita",71.6068914147383
"23578","06057","Nevada, CA","CALIFORNIA","GDP per capita",40.1314739430091
"23579","06059","Orange, CA","CALIFORNIA","GDP per capita",72.9271007599642
"23580","06061","Placer, CA","CALIFORNIA","GDP per capita",55.6991481458424
"23581","06063","Plumas, CA","CALIFORNIA","GDP per capita",55.8719721329046
"23582","06065","Riverside, CA","CALIFORNIA","GDP per capita",33.4615729446194
"23583","06067","Sacramento, CA","CALIFORNIA","GDP per capita",55.0660632985537
"23584","06069","SanBenito, CA","CALIFORNIA","GDP per capita",37.7657016032861
"23585","06071","SanBernardino, CA","CALIFORNIA","GDP per capita",38.975358196322
"23586","06073","SanDiego, CA","CALIFORNIA","GDP per capita",64.544765148415
"23587","06075","SanFrancisco, CA","CALIFORNIA","GDP per capita",201.600800492822
"23588","06077","SanJoaquin, CA","CALIFORNIA","GDP per capita",38.6297900762588
"23589","06079","SanLuisObispo, CA","CALIFORNIA","GDP per capita",56.3556925912144
"23590","06081","SanMateo, CA","CALIFORNIA","GDP per capita",163.990701347236
"23591","06083","SantaBarbara, CA","CALIFORNIA","GDP per capita",61.1106335243431
"23592","06085","SantaClara, CA","CALIFORNIA","GDP per capita",168.960240107498
"23593","06087","SantaCruz, CA","CALIFORNIA","GDP per capita",51.5566465422212
"23594","06089","Shasta, CA","CALIFORNIA","GDP per capita",42.4571289868982
"23595","06091","Sierra, CA","CALIFORNIA","GDP per capita",28.8391447368421
"23596","06093","Siskiyou, CA","CALIFORNIA","GDP per capita",36.3403193153584
"23597","06095","Solano, CA","CALIFORNIA","GDP per capita",54.4296684916563
"23598","06097","Sonoma, CA","CALIFORNIA","GDP per capita",55.3397709355466
"23599","06099","Stanislaus, CA","CALIFORNIA","GDP per capita",39.871984963015
"23600","06101","Sutter, CA","CALIFORNIA","GDP per capita",34.1566034398443
"23601","06103","Tehama, CA","CALIFORNIA","GDP per capita",30.9812867693078
"23602","06105","Trinity, CA","CALIFORNIA","GDP per capita",28.1459842519685
"23603","06107","Tulare, CA","CALIFORNIA","GDP per capita",38.4549597530191
"23604","06109","Tuolumne, CA","CALIFORNIA","GDP per capita",44.4999352391526
"23605","06111","Ventura, CA","CALIFORNIA","GDP per capita",56.4718735504796
"23606","06113","Yolo, CA","CALIFORNIA","GDP per capita",64.249484706835
"23607","06115","Yuba, CA","CALIFORNIA","GDP per capita",40.4327396542692
"23608","08001","Adams, CO","COLORADO","GDP per capita",51.2957917747784
"23609","08003","Alamosa, CO","COLORADO","GDP per capita",39.8506239523189
"23610","08005","Arapahoe, CO","COLORADO","GDP per capita",68.6955318356708
"23611","08007","Archuleta, CO","COLORADO","GDP per capita",38.5462914057195
"23612","08009","Baca, CO","COLORADO","GDP per capita",36.0963212580736
"23613","08011","Bent, CO","COLORADO","GDP per capita",22.6735787109038
"23614","08013","Boulder, CO","COLORADO","GDP per capita",85.2776472047378
"23615","08014","Broomfield, CO","COLORADO","GDP per capita",102.199231063842
"23616","08015","Chaffee, CO","COLORADO","GDP per capita",38.0162601626016
"23617","08017","Cheyenne, CO","COLORADO","GDP per capita",92.0582428430405
"23618","08019","ClearCreek, CO","COLORADO","GDP per capita",56.4976303317536
"23619","08021","Conejos, CO","COLORADO","GDP per capita",24.416092519685
"23620","08023","Costilla, CO","COLORADO","GDP per capita",21.7975967957276
"23621","08025","Crowley, CO","COLORADO","GDP per capita",21.8315954118874
"23622","08027","Custer, CO","COLORADO","GDP per capita",25.2255025125628
"23623","08029","Delta, CO","COLORADO","GDP per capita",26.3834123998037
"23624","08031","Denver, CO","COLORADO","GDP per capita",105.874587571006
"23625","08033","Dolores, CO","COLORADO","GDP per capita",82.2412493268713
"23626","08035","Douglas, CO","COLORADO","GDP per capita",53.0327489800352
"23627","08037","Eagle, CO","COLORADO","GDP per capita",67.7207988149449
"23628","08039","Elbert, CO","COLORADO","GDP per capita",25.3372477349613
"23629","08041","ElPaso, CO","COLORADO","GDP per capita",47.3942192413452
"23630","08043","Fremont, CO","COLORADO","GDP per capita",26.8764396356797
"23631","08045","Garfield, CO","COLORADO","GDP per capita",74.9705359410719
"23632","08047","Gilpin, CO","COLORADO","GDP per capita",89.7768361581921
"23633","08049","Grand, CO","COLORADO","GDP per capita",57.2546559498138
"23634","08051","Gunnison, CO","COLORADO","GDP per capita",60.8213903106773
"23635","08053","Hinsdale, CO","COLORADO","GDP per capita",39.7152858809802
"23636","08055","Huerfano, CO","COLORADO","GDP per capita",39.0073364276089
"23637","08057","Jackson, CO","COLORADO","GDP per capita",111.3013481364
"23638","08059","Jefferson, CO","COLORADO","GDP per capita",52.3898343418036
"23639","08061","Kiowa, CO","COLORADO","GDP per capita",51.6333109469443
"23640","08063","KitCarson, CO","COLORADO","GDP per capita",48.9407815227608
"23641","08065","Lake, CO","COLORADO","GDP per capita",38.5979873564701
"23642","08067","LaPlata, CO","COLORADO","GDP per capita",60.0077314490174
"23643","08069","Larimer, CO","COLORADO","GDP per capita",54.5706467199944
"23644","08071","LasAnimas, CO","COLORADO","GDP per capita",47.2986821814103
"23645","08073","Lincoln, CO","COLORADO","GDP per capita",62.5602506714414
"23646","08075","Logan, CO","COLORADO","GDP per capita",44.1530831099196
"23647","08077","Mesa, CO","COLORADO","GDP per capita",39.9407610205134
"23648","08081","Moffat, CO","COLORADO","GDP per capita",75.6850765597623
"23649","08083","Montezuma, CO","COLORADO","GDP per capita",76.4576082363336
"23650","08085","Montrose, CO","COLORADO","GDP per capita",35.4765388859569
"23651","08087","Morgan, CO","COLORADO","GDP per capita",51.8871199635305
"23652","08089","Otero, CO","COLORADO","GDP per capita",30.3570725303577
"23653","08091","Ouray, CO","COLORADO","GDP per capita",46.1411592994162
"23654","08093","Park, CO","COLORADO","GDP per capita",22.9441988022612
"23655","08095","Phillips, CO","COLORADO","GDP per capita",41.9582750582751
"23656","08097","Pitkin, CO","COLORADO","GDP per capita",113.839841570903
"23657","08099","Prowers, CO","COLORADO","GDP per capita",41.772417235069
"23658","08101","Pueblo, CO","COLORADO","GDP per capita",34.8850236772662
"23659","08103","RioBlanco, CO","COLORADO","GDP per capita",126.426221804511
"23660","08105","RioGrande, CO","COLORADO","GDP per capita",38.5469261388766
"23661","08107","Routt, CO","COLORADO","GDP per capita",71.9133296107211
"23662","08109","Saguache, CO","COLORADO","GDP per capita",31.8883495145631
"23663","08113","SanMiguel, CO","COLORADO","GDP per capita",73.1149211082122
"23664","08115","Sedgwick, CO","COLORADO","GDP per capita",34.3410852713178
"23665","08117","Summit, CO","COLORADO","GDP per capita",78.3628503376945
"23666","08119","Teller, CO","COLORADO","GDP per capita",37.4528217256565
"23667","08121","Washington, CO","COLORADO","GDP per capita",37.7686935086278
"23668","08123","Weld, CO","COLORADO","GDP per capita",77.5740686764152
"23669","08125","Yuma, CO","COLORADO","GDP per capita",56.3492952114366
"23670","09001","Fairfield, CT","CONNECTICUT","GDP per capita",86.7600521651062
"23671","09003","Hartford, CT","CONNECTICUT","GDP per capita",88.4130842774024
"23672","09005","Litchfield, CT","CONNECTICUT","GDP per capita",41.8241008340568
"23673","09007","Middlesex, CT","CONNECTICUT","GDP per capita",54.3056613493772
"23674","09009","NewHaven, CT","CONNECTICUT","GDP per capita",55.022751841663
"23675","09011","NewLondon, CT","CONNECTICUT","GDP per capita",65.4802984404802
"23676","09013","Tolland, CT","CONNECTICUT","GDP per capita",32.8457861951636
"23677","09015","Windham, CT","CONNECTICUT","GDP per capita",39.0380642726009
"23678","10001","Kent, DE","DELAWARE","GDP per capita",43.4728040339787
"23679","10003","NewCastle, DE","DELAWARE","GDP per capita",80.0189242401086
"23680","10005","Sussex, DE","DELAWARE","GDP per capita",54.1563970693098
"23681","12001","Alachua, FL","FLORIDA","GDP per capita",47.753819087337
"23682","12003","Baker, FL","FLORIDA","GDP per capita",21.2256566587501
"23683","12005","Bay, FL","FLORIDA","GDP per capita",42.6580881747465
"23684","12007","Bradford, FL","FLORIDA","GDP per capita",22.2641944576637
"23685","12009","Brevard, FL","FLORIDA","GDP per capita",41.823797153578
"23686","12011","Broward, FL","FLORIDA","GDP per capita",51.7428835456247
"23687","12013","Calhoun, FL","FLORIDA","GDP per capita",15.890614120596
"23688","12015","Charlotte, FL","FLORIDA","GDP per capita",28.3475398609355
"23689","12017","Citrus, FL","FLORIDA","GDP per capita",26.7954797511865
"23690","12019","Clay, FL","FLORIDA","GDP per capita",23.8620798940422
"23691","12021","Collier, FL","FLORIDA","GDP per capita",48.2309713476537
"23692","12023","Columbia, FL","FLORIDA","GDP per capita",30.8779156185685
"23693","12027","DeSoto, FL","FLORIDA","GDP per capita",26.3800233043384
"23694","12029","Dixie, FL","FLORIDA","GDP per capita",16.936524202785
"23695","12031","Duval, FL","FLORIDA","GDP per capita",64.7043685763299
"23696","12033","Escambia, FL","FLORIDA","GDP per capita",45.5707468475969
"23697","12035","Flagler, FL","FLORIDA","GDP per capita",23.7323703791404
"23698","12037","Franklin, FL","FLORIDA","GDP per capita",29.1590043180086
"23699","12039","Gadsden, FL","FLORIDA","GDP per capita",25.7399064098379
"23700","12041","Gilchrist, FL","FLORIDA","GDP per capita",19.2709296496407
"23701","12043","Glades, FL","FLORIDA","GDP per capita",26.2581385025155
"23702","12045","Gulf, FL","FLORIDA","GDP per capita",24.4855546995378
"23703","12047","Hamilton, FL","FLORIDA","GDP per capita",32.004048582996
"23704","12049","Hardee, FL","FLORIDA","GDP per capita",35.5433636799233
"23705","12051","Hendry, FL","FLORIDA","GDP per capita",31.9039575763527
"23706","12053","Hernando, FL","FLORIDA","GDP per capita",21.2880153290431
"23707","12055","Highlands, FL","FLORIDA","GDP per capita",23.4551756141419
"23708","12057","Hillsborough, FL","FLORIDA","GDP per capita",59.8712150507847
"23709","12059","Holmes, FL","FLORIDA","GDP per capita",19.1605599011939
"23710","12061","IndianRiver, FL","FLORIDA","GDP per capita",40.5989843430375
"23711","12063","Jackson, FL","FLORIDA","GDP per capita",26.0343935759725
"23712","12065","Jefferson, FL","FLORIDA","GDP per capita",19.4047736741756
"23713","12067","Lafayette, FL","FLORIDA","GDP per capita",17.4458724094014
"23714","12069","Lake, FL","FLORIDA","GDP per capita",26.7865364431993
"23715","12071","Lee, FL","FLORIDA","GDP per capita",40.305319010452
"23716","12073","Leon, FL","FLORIDA","GDP per capita",47.5097663664285
"23717","12075","Levy, FL","FLORIDA","GDP per capita",22.4420711333317
"23718","12077","Liberty, FL","FLORIDA","GDP per capita",22.2582384661474
"23719","12079","Madison, FL","FLORIDA","GDP per capita",20.8241061755146
"23720","12081","Manatee, FL","FLORIDA","GDP per capita",36.840656094406
"23721","12083","Marion, FL","FLORIDA","GDP per capita",26.6594875624424
"23722","12085","Martin, FL","FLORIDA","GDP per capita",44.98721906139
"23723","12086","Miami-Dade, FL","FLORIDA","GDP per capita",55.0952353609728
"23724","12087","Monroe, FL","FLORIDA","GDP per capita",61.3261299770442
"23725","12089","Nassau, FL","FLORIDA","GDP per capita",30.8774338732581
"23726","12091","Okaloosa, FL","FLORIDA","GDP per capita",54.8134096195177
"23727","12093","Okeechobee, FL","FLORIDA","GDP per capita",38.7443369628621
"23728","12095","Orange, FL","FLORIDA","GDP per capita",67.2631858142199
"23729","12097","Osceola, FL","FLORIDA","GDP per capita",28.843809577929
"23730","12099","PalmBeach, FL","FLORIDA","GDP per capita",53.2244552489476
"23731","12101","Pasco, FL","FLORIDA","GDP per capita",23.3642285008445
"23732","12103","Pinellas, FL","FLORIDA","GDP per capita",48.0290369931147
"23733","12105","Polk, FL","FLORIDA","GDP per capita",36.3415882416375
"23734","12107","Putnam, FL","FLORIDA","GDP per capita",27.4808878938459
"23735","12109","St.Johns, FL","FLORIDA","GDP per capita",36.3339668293321
"23736","12111","St.Lucie, FL","FLORIDA","GDP per capita",28.0777032532665
"23737","12113","SantaRosa, FL","FLORIDA","GDP per capita",25.1956624989271
"23738","12115","Sarasota, FL","FLORIDA","GDP per capita",46.7640358906879
"23739","12117","Seminole, FL","FLORIDA","GDP per capita",44.9757348255968
"23740","12119","Sumter, FL","FLORIDA","GDP per capita",29.8772831963149
"23741","12121","Suwannee, FL","FLORIDA","GDP per capita",26.5258366253462
"23742","12123","Taylor, FL","FLORIDA","GDP per capita",30.1561042524005
"23743","12125","Union, FL","FLORIDA","GDP per capita",17.4199176632033
"23744","12127","Volusia, FL","FLORIDA","GDP per capita",31.440571719352
"23745","12129","Wakulla, FL","FLORIDA","GDP per capita",20.7427678599053
"23746","12131","Walton, FL","FLORIDA","GDP per capita",44.3663385192347
"23747","12133","Washington, FL","FLORIDA","GDP per capita",21.6339848166694
"23748","13001","Appling, GA","GEORGIA","GDP per capita",75.3222342733189
"23749","13003","Atkinson, GA","GEORGIA","GDP per capita",26.6721689525428
"23750","13005","Bacon, GA","GEORGIA","GDP per capita",30.2731898937595
"23751","13007","Baker, GA","GEORGIA","GDP per capita",23.5236270753512
"23752","13009","Baldwin, GA","GEORGIA","GDP per capita",27.2120547094944
"23753","13011","Banks, GA","GEORGIA","GDP per capita",21.1619627966645
"23754","13013","Barrow, GA","GEORGIA","GDP per capita",25.4676355534175
"23755","13015","Bartow, GA","GEORGIA","GDP per capita",43.171084360316
"23756","13017","BenHill, GA","GEORGIA","GDP per capita",27.2909058885692
"23757","13019","Berrien, GA","GEORGIA","GDP per capita",19.0789995822891
"23758","13021","Bibb, GA","GEORGIA","GDP per capita",49.3855417754569
"23759","13023","Bleckley, GA","GEORGIA","GDP per capita",17.027641133755
"23760","13025","Brantley, GA","GEORGIA","GDP per capita",11.9163467690339
"23761","13027","Brooks, GA","GEORGIA","GDP per capita",23.8888389993586
"23762","13029","Bryan, GA","GEORGIA","GDP per capita",25.1403825918031
"23763","13031","Bulloch, GA","GEORGIA","GDP per capita",29.2991066736731
"23764","13033","Burke, GA","GEORGIA","GDP per capita",123.045115452931
"23765","13035","Butts, GA","GEORGIA","GDP per capita",25.1655458696555
"23766","13037","Calhoun, GA","GEORGIA","GDP per capita",18.3261586802828
"23767","13039","Camden, GA","GEORGIA","GDP per capita",31.5821044128421
"23768","13043","Candler, GA","GEORGIA","GDP per capita",22.4109322974473
"23769","13045","Carroll, GA","GEORGIA","GDP per capita",37.3765392591076
"23770","13047","Catoosa, GA","GEORGIA","GDP per capita",20.5366116941529
"23771","13049","Charlton, GA","GEORGIA","GDP per capita",14.4282975460123
"23772","13051","Chatham, GA","GEORGIA","GDP per capita",58.8314118739948
"23773","13053","Chattahoochee, GA","GEORGIA","GDP per capita",138.43125
"23774","13055","Chattooga, GA","GEORGIA","GDP per capita",21.0168466870869
"23775","13057","Cherokee, GA","GEORGIA","GDP per capita",29.6071389612751
"23776","13059","Clarke, GA","GEORGIA","GDP per capita",55.113230725336
"23777","13061","Clay, GA","GEORGIA","GDP per capita",28.4063029481532
"23778","13063","Clayton, GA","GEORGIA","GDP per capita",60.1062291474159
"23779","13065","Clinch, GA","GEORGIA","GDP per capita",34.0765779240203
"23780","13067","Cobb, GA","GEORGIA","GDP per capita",67.0552729034714
"23781","13069","Coffee, GA","GEORGIA","GDP per capita",32.9440505799493
"23782","13071","Colquitt, GA","GEORGIA","GDP per capita",29.2853845139164
"23783","13073","Columbia, GA","GEORGIA","GDP per capita",24.9616004777546
"23784","13075","Cook, GA","GEORGIA","GDP per capita",19.8097455900332
"23785","13077","Coweta, GA","GEORGIA","GDP per capita",30.9911978221416
"23786","13079","Crawford, GA","GEORGIA","GDP per capita",11.8117647058824
"23787","13081","Crisp, GA","GEORGIA","GDP per capita",35.599788667283
"23788","13083","Dade, GA","GEORGIA","GDP per capita",23.5761560782861
"23789","13085","Dawson, GA","GEORGIA","GDP per capita",33.4169383762635
"23790","13087","Decatur, GA","GEORGIA","GDP per capita",27.5261224795742
"23791","13089","DeKalb, GA","GEORGIA","GDP per capita",50.0488387517799
"23792","13091","Dodge, GA","GEORGIA","GDP per capita",19.2256469345624
"23793","13093","Dooly, GA","GEORGIA","GDP per capita",27.9485294117647
"23794","13095","Dougherty, GA","GEORGIA","GDP per capita",45.1833494977871
"23795","13097","Douglas, GA","GEORGIA","GDP per capita",29.9985137737587
"23796","13099","Early, GA","GEORGIA","GDP per capita",42.1236423584174
"23797","13101","Echols, GA","GEORGIA","GDP per capita",9.95805074101984
"23798","13103","Effingham, GA","GEORGIA","GDP per capita",28.7366932883576
"23799","13105","Elbert, GA","GEORGIA","GDP per capita",29.6237086507357
"23800","13107","Emanuel, GA","GEORGIA","GDP per capita",27.3764256867705
"23801","13109","Evans, GA","GEORGIA","GDP per capita",32.0312529241134
"23802","13111","Fannin, GA","GEORGIA","GDP per capita",27.0344162236661
"23803","13113","Fayette, GA","GEORGIA","GDP per capita",43.0981095785509
"23804","13115","Floyd, GA","GEORGIA","GDP per capita",37.7543982170917
"23805","13117","Forsyth, GA","GEORGIA","GDP per capita",41.558005630892
"23806","13119","Franklin, GA","GEORGIA","GDP per capita",37.722876218923
"23807","13121","Fulton, GA","GEORGIA","GDP per capita",162.555386990928
"23808","13123","Gilmer, GA","GEORGIA","GDP per capita",27.371670941014
"23809","13125","Glascock, GA","GEORGIA","GDP per capita",10.1051401869159
"23810","13127","Glynn, GA","GEORGIA","GDP per capita",42.1399076595241
"23811","13129","Gordon, GA","GEORGIA","GDP per capita",37.8652494668019
"23812","13131","Grady, GA","GEORGIA","GDP per capita",23.5808361527308
"23813","13133","Greene, GA","GEORGIA","GDP per capita",39.4491325148424
"23814","13135","Gwinnett, GA","GEORGIA","GDP per capita",50.1072896881687
